verb_id,lex,scroll,book,chapter,verse_num,gcons_verb,gcons_verse,gcons_clause,subject,complement,dir_he,cmpl_constr,cmpl_nt,cmpl_anim,cmpl_det,cmpl_indiv,dir_he_dss,sign_info,stem,tense,preposition_1,preposition_2,preposition_3,preposition_4,preposition_5,preposition_6,preposition_7,cmpl_lex,motion_type
347190,BW>[,MT,Proverbs,1,27,B>,B B> K C>WH PXDKM W >JDKM K SWPH J>TH B B> <LJKM YRH W YWQH,B B> <LJKM YRH W YWQH,YRH W YWQH,<LJKM,0,,,,,,,,qal,infc,<LJKM,,,,,,,,
2055191,BW>[,4Q102,Proverbs,1,27,B>,B B> <LJKM YRH W YWQH,None,None,,,,,,,,0,0 00 000000 000 0 0000 00,qal,infc,,,,,,,,,
349411,HLK[,MT,Proverbs,10,9,HWLK,HWLK B TM JLK BVX W M<QC DRKJW JWD<,HWLK B TM,,B TM,0,,,,,,,,qal,ptca,B,,,,,,,,
349415,HLK[,MT,Proverbs,10,9,JLK,HWLK B TM JLK BVX W M<QC DRKJW JWD<,JLK BVX,,no complement,,,,,,,,,qal,impf,,,,,,,,,
349489,T<H[,MT,Proverbs,10,17,MT<H,>RX L XJJM CWMR MWSR W <WZB TWKXT MT<H,W <WZB TWKXT MT<H,<WZB TWKXT,no complement,,,,,,,,,hif,ptca,,,,,,,,,
349495,JY>[,MT,Proverbs,10,18,MWY>,MKSH FN>H FPTJ CQR W MWY> DBH HW> KSJL,W MWY> DBH,,no complement,,,,,,,,,hif,ptca,,,,,,,,,
349550,BW>[,MT,Proverbs,10,24,TBW>NW,MGWRT RC< HJ> TBW>NW W T>WT YDJQJM JTN,HJ> TBW>NW,HJ>,no complement,,,,,,,,,qal,impf,,,,,,,,,
349556,<BR[,MT,Proverbs,10,25,<BWR,K <BWR SWPH W >JN RC< W YDJQ JSWD <WLM,K <BWR SWPH,SWPH,no complement,,,,,,,,,qal,infc,,,,,,,,,
349643,BW>[,MT,Proverbs,11,2,B>,B> ZDWN W JB> QLWN W >T YNW<JM XKMH,B> ZDWN,ZDWN,no complement,,,,,,,,,qal,ptca,,,,,,,,,
349646,BW>[,MT,Proverbs,11,2,JB>,B> ZDWN W JB> QLWN W >T YNW<JM XKMH,W JB> QLWN,QLWN,no complement,,,,,,,,,qal,wayq,,,,,,,,,
349677,NPL[,MT,Proverbs,11,5,JPL,YDQT TMJM TJCR DRKW W B RC<TW JPL RC<,W B RC<TW JPL RC<,RC<,B RC<TW,0,,,,,,,,qal,impf,B,,,,,,,,
349702,BW>[,MT,Proverbs,11,8,JB>,YDJQ M YRH NXLY W JB> RC< TXTJW,W JB> RC< TXTJW,RC<,TXTJW,0,,,,,,,,qal,wayq,,,,,,,,,
349744,HLK[,MT,Proverbs,11,13,HWLK,HWLK RKJL MGLH SWD W N>MN RWX MKSH DBR,HWLK RKJL MGLH SWD,HWLK RKJL,no complement,,,,,,,,,qal,ptca,,,,,,,,,
349746,GLH[,MT,Proverbs,11,13,MGLH,HWLK RKJL MGLH SWD W N>MN RWX MKSH DBR,HWLK RKJL MGLH SWD,HWLK RKJL,no complement,,,,,,,,,piel,ptca,,,,,,,,,
349756,NPL[,MT,Proverbs,11,14,JPL,B >JN TXBLWT JPL <M W TCW<H B RB JW<Y,B >JN TXBLWT JPL <M,<M,no complement,,,,,,,,,qal,impf,,,,,,,,,
349832,SWR[,MT,Proverbs,11,22,SRT,NZM ZHB B >P XZJR >CH JPH W SRT V<M,NZM ZHB B >P XZJR >CH JPH W SRT V<M,>CH JPH W SRT V<M,no complement,,,,,,,,,qal,ptca,,,,,,,,,
349877,BW>[,MT,Proverbs,11,27,TBW>NW,CXR VWB JBQC RYWN W DRC R<H TBW>NW,TBW>NW,,no complement,,,,,,,,,qal,impf,,,,,,,,,
349882,NPL[,MT,Proverbs,11,28,JPL,BWVX B <CRW HW> JPL W K <LH YDJQJM JPRXW,HW> JPL,HW>,no complement,,,,,,,,,qal,impf,,,,,,,,,
350029,JY>[,MT,Proverbs,12,13,JY>,B PC< FPTJM MWQC R< W JY> M YRH YDJQ,W JY> M YRH YDJQ,YDJQ,M YRH,0,,,,,,,,qal,wayq,M,,,,,,,,
350043,CWB[,MT,Proverbs,12,14,JCWB,M PRJ PJ >JC JFB< VWB W GMWL JDJ >DM JCWB LW,W GMWL JDJ >DM JCWB LW,,LW,0,,,,,,,,hif,impf,LW,,,,,,,,
350153,T<H[,MT,Proverbs,12,26,TT<M,JTR MR<HW YDJQ W DRK RC<JM TT<M,W DRK RC<JM TT<M,DRK RC<JM,no complement,,,,,,,,,hif,impf,,,,,,,,,
350276,BW>[,MT,Proverbs,13,12,B>H,TWXLT MMCKH MXLH LB W <Y XJJM T>WH B>H,B>H,,no complement,,,,,,,,,qal,ptca,,,,,,,,,
350292,SWR[,MT,Proverbs,13,14,SWR,TWRT XKM MQWR XJJM L SWR M MQCJ MWT,L SWR M MQCJ MWT,,M MQCJ MWT,0,,,,,,,,qal,infc,M,,,,,,,,
350315,NPL[,MT,Proverbs,13,17,JPL,ML>K RC< JPL B R< W YJR >MWNJM MRP>,ML>K RC< JPL B R<,ML>K RC<,B R<,0,,,,,,,,qal,impf,B,,,,,,,,
350339,SWR[,MT,Proverbs,13,19,SWR,T>WH NHJH T<RB L NPC W TW<BT KSJLJM SWR M R<,SWR M R<,,M R<,0,,,,,,,,qal,infc,M,,,,,,,,
350342,HLK[,MT,Proverbs,13,20,HLWK,HLWK >T XKMJM WXKM W R<H KSJLJM JRW<,HLWK >T XKMJM,,>T XKMJM,0,,,,,,,,qal,ptca,>T,,,,,,,,
350405,HLK[,MT,Proverbs,14,2,HWLK,HWLK B JCRW JR> JHWH W NLWZ DRKJW BWZHW,HWLK B JCRW,,B JCRW,0,,,,,,,,qal,ptca,B,,,,,,,,
350453,HLK[,MT,Proverbs,14,7,LK,LK M NGD L >JC KSJL W BL JD<T FPTJ D<T,LK M NGD L >JC KSJL,,M NGD L >JC KSJL,0,,,,,,,,qal,impv,M,L,,,,,,,
2055315,HLK[,4Q103,Proverbs,14,7,LK,LK M NGD L >JC KSJL W BL JD<T FPTJ D<T,LK M NGD L >JC KSJL,,M NGD L >JC KSJL,0,,,,,,0,00 0 000 0 000 0000 0 00 0000 0000 000 00,qal,impv,M,L,,,,,,,
350538,SWR[,MT,Proverbs,14,16,SR,XKM JR> W SR M R< W KSJL MT<BR W BWVX,W SR M R<,,M R<,0,,,,,,,,qal,ptca,M,,,,,,,,
350590,T<H[,MT,Proverbs,14,22,JT<W,H LW> JT<W XRCJ R< W XSD W >MT XRCJ VWB,H LW> JT<W XRCJ R<,XRCJ R<,no complement,,,,,,,,,qal,impf,,,,,,,,,
350639,SWR[,MT,Proverbs,14,27,SWR,JR>T JHWH MQWR XJJM L SWR M MQCJ MWT,L SWR M MQCJ MWT,,M MQCJ MWT,0,,,,,,,,qal,infc,M,,,,,,,,
350684,XSH[,MT,Proverbs,14,32,XSH,B R<TW JDXH RC< W XSH B MWTW YDJQ,W XSH B MWTW YDJQ,YDJQ,no complement,,,,,,,,,qal,ptca,,,,,,,,,
350691,NWX[,MT,Proverbs,14,33,TNWX,B LB NBWN TNWX XKMH W B QRB KSJLJM TWD<,B LB NBWN TNWX XKMH,XKMH,B LB NBWN,0,,,,,,,,qal,impf,B,,,,,,,,
2055406,NWX[,4Q103,Proverbs,14,33,TNWX,B LB NBWN TNWX XKMH W B QRB KSJLJM TWD<,B LB NBWN TNWX XKMH,XKMH,B LB NBWN,0,,,,,,0,0 00 0000 0000 0000 0 0 000 000000 0000 00,qal,impf,B,,,,,,,,
350716,CWB[,MT,Proverbs,15,1,JCJB,M<NH RK JCJB XMH W DBR <YB J<LH >P,M<NH RK JCJB XMH,M<NH RK,no complement,,,,,,,,,hif,impf,,,,,,,,,
350721,<LH[,MT,Proverbs,15,1,J<LH,M<NH RK JCJB XMH W DBR <YB J<LH >P,W DBR <YB J<LH >P,DBR <YB,no complement,,,,,,,,,hif,impf,,,,,,,,,
350819,HLK[,MT,Proverbs,15,12,JLK,L> J>HB LY HWKX LW >L XKMJM L> JLK,>L XKMJM L> JLK,,>L XKMJM,0,,,,,,,,qal,impf,>L,,,,,,,,
350907,HLK[,MT,Proverbs,15,21,LKT,>WLT FMXH L XSR LB W >JC TBWNH JJCR LKT,LKT,,no complement,,,,,,,,,qal,infc,,,,,,,,,
350938,SWR[,MT,Proverbs,15,24,SWR,>RX XJJM L M<LH L MFKJL LM<N SWR M C>WL MVH,LM<N SWR M C>WL MVH,,M C>WL MVH,0,,,,,,,,qal,infc,M,,,,,,,,
2055565,SWR[,4Q103,Proverbs,15,24,SWR,>RX XJJM L M<LH L MFKJL LM<N SWR M C>WL MVH,LM<N SWR M C>WL MVH,,M C>WL MVH,0,,,,,,1,000 0000 0 00000 0 00000 0000 000 0 0000 000 00,qal,infc,M,,,,,,,,
351037,GLL[,MT,Proverbs,16,3,GL,GL >L JHWH M<FJK W JKNW MXCBTJK,GL >L JHWH M<FJK,,>L JHWH,0,,,,,,,,qal,impv,>L,,,,,,,,
351076,SWR[,MT,Proverbs,16,6,SWR,B XSD W >MT JKPR <WN W B JR>T JHWH SWR M R<,W B JR>T JHWH SWR M R<,,M R<,0,,,,,,,,qal,infc,M,,,,,,,,
351174,SWR[,MT,Proverbs,16,17,SWR,MSLT JCRJM SWR M R< CMR NPCW NYR DRKW,SWR M R<,,M R<,0,,,,,,,,qal,infc,M,,,,,,,,
351292,HLK[,MT,Proverbs,16,29,HWLJKW,>JC XMS JPTH R<HW W HWLJKW B DRK L> VWB,W HWLJKW B DRK,,no complement,,,,,,,,,hif,perf,,,,,,,,,
351424,PNH[,MT,Proverbs,17,8,JPNH,>BN XN H CXD B <JNJ B<LJW >L KL >CR JPNH JFKJL,>CR JPNH,,no complement,,,,,,,,,qal,impf,,,,,,,,,
351436,NXT[,MT,Proverbs,17,10,TXT,TXT G<RH B MBJN M HKWT KSJL M>H,TXT G<RH B MBJN,G<RH,B MBJN,0,,,,,,,,qal,impf,B,,,,,,,,
351463,CWB[,MT,Proverbs,17,13,MCJB,MCJB R<H TXT VWBH L> TMJC R<H M BJTW,MCJB R<H TXT VWBH,,no complement,,,,,,,,,hif,ptca,,,,,,,,,
351468,MWC[,MT,Proverbs,17,13,TMJC,MCJB R<H TXT VWBH L> TMJC R<H M BJTW,L> TMJC R<H M BJTW,R<H,M BJTW,0,,,,,,,,qal,impf,M,,,,,,,,
351542,NPL[,MT,Proverbs,17,20,JPWL,<QC LB L> JMY> VWB W NHPK B LCWNW JPWL B R<H,W JPWL B R<H,,B R<H,0,,,,,,,,qal,impf,B,,,,,,,,
351636,GLH[,MT,Proverbs,18,2,HTGLWT,L> JXPY KSJL B TBWNH KJ >M B HTGLWT LBW,B HTGLWT LBW,LBW,no complement,,,,,,,,,hit,infc,,,,,,,,,
351639,BW>[,MT,Proverbs,18,3,BW>,B BW> RC< B> GM BWZ W <M QLWN XRPH,B BW> RC<,RC<,no complement,,,,,,,,,qal,infc,,,,,,,,,
351641,BW>[,MT,Proverbs,18,3,B>,B BW> RC< B> GM BWZ W <M QLWN XRPH,B> GM BWZ,GM BWZ,no complement,,,,,,,,,qal,perf,,,,,,,,,
351670,BW>[,MT,Proverbs,18,6,JB>W,FPTJ KSJL JB>W B RJB W PJW L MHLMWT JQR>,FPTJ KSJL JB>W B RJB,FPTJ KSJL,B RJB,0,,,,,,,,qal,impf,B,,,,,,,,
351692,JRD[,MT,Proverbs,18,8,JRDW,DBRJ NRGN K MTLHMJM W HM JRDW XDRJ BVN,W HM JRDW XDRJ BVN,HM,no complement,,,,,,,,,qal,perf,,,,,,,,,
351709,RWY[,MT,Proverbs,18,10,JRWY,MGDL <Z CM JHWH BW JRWY YDJQ W NFGB,BW JRWY YDJQ,YDJQ,BW,0,,,,,,,,qal,impf,BW,,,,,,,,
351734,CWB[,MT,Proverbs,18,13,MCJB,MCJB DBR B VRM JCM< >WLT HJ> LW W KLMH,MCJB DBR,,no complement,,,,,,,,,hif,ptca,,,,,,,,,
351777,BW>[,MT,Proverbs,18,17,B>,YDJQ H R>CWN B RJBW J B> R<HW W XQRW,J B> R<HW,R<HW,no complement,,,,,,,,,qal,perf,,,,,,,,,
351846,HLK[,MT,Proverbs,19,1,HWLK,VWB RC HWLK B TMW M <QC FPTJW W HW> KSJL,HWLK B TMW,,B TMW,0,,,,,,,,qal,ptca,B,,,,,,,,
351953,<BR[,MT,Proverbs,19,11,<BR,FKL >DM H>RJK >PW W TP>RTW <BR <L PC<,<BR <L PC<,,<L PC<,0,,,,,,,,qal,infc,<L,,,,,,,,
351989,NPL[,MT,Proverbs,19,15,TPJL,<YLH TPJL TRDMH W NPC RMJH TR<B,<YLH TPJL TRDMH,<YLH,no complement,,,,,,,,,hif,impf,,,,,,,,,
352079,CWB[,MT,Proverbs,19,24,JCJBNH,VMN <YL JDW B YLXT GM >L PJHW L> JCJBNH,GM >L PJHW L> JCJBNH,,GM >L PJHW,0,,,,,,,,hif,impf,>L,,,,,,,,
352093,BRX[,MT,Proverbs,19,26,JBRJX,MCDD >B JBRJX >M BN MBJC W MXPJR,MCDD >B JBRJX >M,MCDD >B,no complement,,,,,,,,,hif,impf,,,,,,,,,
347311,HLK[,MT,Proverbs,2,7,HLKJ,WYPN L JCRJM TWCJH MGN L HLKJ TM,MGN L HLKJ TM,MGN,no complement,,,,,,,,,qal,ptca,,,,,,,,,
347332,BW>[,MT,Proverbs,2,10,TBW>,KJ TBW> XKMH B LBK W D<T L NPCK JN<M,KJ TBW> XKMH B LBK,XKMH,B LBK,0,,,,,,,,qal,impf,B,,,,,,,,
347360,HLK[,MT,Proverbs,2,13,LKT,H <ZBJM >RXWT JCR L LKT B DRKJ XCK,L LKT B DRKJ XCK,,B DRKJ XCK,0,,,,,,,,qal,infc,B,,,,,,,,
347399,CWX[,MT,Proverbs,2,18,CXH,KJ CXH >L MWT BJTH W >L RP>JM M<GLTJH,KJ CXH >L MWT BJTH,BJTH,>L MWT,0,,,,,,,,qal,perf,>L,,,,,,,,
347408,BW>[,MT,Proverbs,2,19,B>JH,KL B>JH L> JCWBWN W L> JFJGW >RXWT XJJM,KL B>JH L> JCWBWN,KL B>JH,no complement,,,,,,,,,qal,ptca,,,,,,,,,
347410,CWB[,MT,Proverbs,2,19,JCWBWN,KL B>JH L> JCWBWN W L> JFJGW >RXWT XJJM,KL B>JH L> JCWBWN,KL B>JH,no complement,,,,,,,,,qal,impf,,,,,,,,,
347417,HLK[,MT,Proverbs,2,20,TLK,LM<N TLK B DRK VWBJM W >RXWT YDJQJM TCMR,LM<N TLK B DRK VWBJM,,B DRK VWBJM,0,,,,,,,,qal,impf,B,,,,,,,,
352191,HLK[,MT,Proverbs,20,7,MTHLK,MTHLK B TMW YDJQ >CRJ BNJW >XRJW,MTHLK B TMW YDJQ,YDJQ,B TMW,0,,,,,,,,hit,ptca,B,,,,,,,,
352303,GLH[,MT,Proverbs,20,19,GWLH,GWLH SWD HWLK RKJL W L PTH FPTJW L> TT<RB,GWLH SWD HWLK RKJL,HWLK RKJL,no complement,,,,,,,,,qal,ptca,,,,,,,,,
352305,HLK[,MT,Proverbs,20,19,HWLK,GWLH SWD HWLK RKJL W L PTH FPTJW L> TT<RB,GWLH SWD HWLK RKJL,HWLK RKJL,no complement,,,,,,,,,qal,ptca,,,,,,,,,
352374,CWB[,MT,Proverbs,20,26,JCB,MZRH RC<JM MLK XKM W JCB <LJHM >WPN,W JCB <LJHM >WPN,,<LJHM,0,,,,,,,,hif,wayq,<LJHM,,,,,,,,
352566,T<H[,MT,Proverbs,21,16,TW<H,>DM TW<H M DRK HFKL B QHL RP>JM JNWX,TW<H M DRK HFKL,,M DRK HFKL,0,,,,,,,,qal,ptca,M,,,,,,,,
352573,NWX[,MT,Proverbs,21,16,JNWX,>DM TW<H M DRK HFKL B QHL RP>JM JNWX,>DM B QHL RP>JM JNWX,>DM,no complement,,,,,,,,,qal,impf,,,,,,,,,
352625,<LH[,MT,Proverbs,21,22,<LH,<JR GBRJM <LH XKM W JRD <Z MBVXH,<JR GBRJM <LH XKM,XKM,no complement,,,,,,,,,qal,perf,,,,,,,,,
352628,JRD[,MT,Proverbs,21,22,JRD,<JR GBRJM <LH XKM W JRD <Z MBVXH,W JRD <Z MBVXH,,no complement,,,,,,,,,hif,wayq,,,,,,,,,
352673,BW>[,MT,Proverbs,21,27,JBJ>NW,ZBX RC<JM TW<BH >P KJ B ZMH JBJ>NW,>P KJ B ZMH JBJ>NW,,no complement,,,,,,,,,hif,impf,,,,,,,,,
352740,<BR[,MT,Proverbs,22,3,<BRW,<RWM R>H R<H W JSTR W PTJJM <BRW W N<NCW,W PTJJM <BRW,PTJJM,no complement,,,,,,,,,qal,perf,,,,,,,,,
352772,SWR[,MT,Proverbs,22,6,JSWR,XNK L N<R <L PJ DRKW GM KJ JZQJN L> JSWR MMNH,L> JSWR MMNH,,MMNH,0,,,,,,,,qal,impf,MMNH,,,,,,,,
352806,JY>[,MT,Proverbs,22,10,JY>,GRC LY W JY> MDWN W JCBT DJN W QLWN,W JY> MDWN,MDWN,no complement,,,,,,,,,qal,impf,,,,,,,,,
352844,NPL[,MT,Proverbs,22,14,JPWL,CWXH <MQH PJ ZRWT Z<WM JHWH JPWL CM,Z<WM JHWH JPWL CM,Z<WM JHWH,no complement,,,,,,,,,qal,impf,,,,,,,,,
352912,CWB[,MT,Proverbs,22,21,HCJB,L HWDJ<K QCV >MRJ >MT L HCJB >MRJM >MT L CLXJK,L HCJB >MRJM >MT L CLXJK,,L CLXJK,0,,,,,,,,hif,infc,L,,,,,,,,
352949,BW>[,MT,Proverbs,22,24,TBW>,>L TTR< >T B<L >P W >T >JC XMWT L> TBW>,W >T >JC XMWT L> TBW>,,>T >JC XMWT,0,,,,,,,,qal,impf,>T,,,,,,,,
353035,<WP[,MT,Proverbs,23,5,T<WP,H T<WP <JNJK BW W >JNNW KJ <FH J<FH LW KNPJM K NCR W<JP H CMJM,H T<WP <JNJK BW,,BW,0,,,,,,,,hif,impf,BW,,,,,,,,
353047,<WP[,MT,Proverbs,23,5,W<JP,H T<WP <JNJK BW W >JNNW KJ <FH J<FH LW KNPJM K NCR W<JP H CMJM,K NCR W<JP H CMJM,,no complement,,,,,,,,,qal,impf,,,,,,,,,
353104,BW>[,MT,Proverbs,23,10,TB>,>L TSG GBWL <WLM W B FDJ JTWMJM >L TB>,W B FDJ JTWMJM >L TB>,,B FDJ JTWMJM,0,,,,,,,,qal,impf,B,,,,,,,,
353113,BW>[,MT,Proverbs,23,12,HBJ>H,HBJ>H L MWSR LBK W >ZNK L >MRJ D<T,HBJ>H L MWSR LBK,,L MWSR,0,,,,,,,,hif,impv,L,,,,,,,,
353302,BW>[,MT,Proverbs,23,30,B>JM,L M>XRJM <L H JJN L B>JM L XQR MMSK,L B>JM,,no complement,,,,,,,,,qal,ptca,,,,,,,,,
353317,HLK[,MT,Proverbs,23,31,JTHLK,>L TR> JJN KJ JT>DM KJ JTN B KJS <JNW JTHLK B MJCRJM,JTHLK B MJCRJM,,no complement,,,,,,,,,hit,impf,,,,,,,,,
353478,CWB[,MT,Proverbs,24,12,HCJB,KJ T>MR HN L> JD<NW ZH H L> TKN LBWT HW> JBJN W NYR NPCK HW> JD< W HCJB L >DM K P<LW,W HCJB L >DM K P<LW,,L >DM,0,,,,,,,,hif,perf,L,,,,,,,,
353518,NPL[,MT,Proverbs,24,16,JPWL,KJ CB< JPWL YDJQ W QM W RC<JM JKCLW B R<H,KJ CB< JPWL YDJQ,YDJQ,no complement,,,,,,,,,qal,impf,,,,,,,,,
353528,NPL[,MT,Proverbs,24,17,NPL,B NPL >WJBJK >L TFMX W B KCLW >L JGL LBK,B NPL >WJBJK,>WJBJK,no complement,,,,,,,,,qal,infc,,,,,,,,,
353546,CWB[,MT,Proverbs,24,18,HCJB,PN JR>H JHWH W R< B <JNJW W HCJB M <LJW >PW,W HCJB M <LJW >PW,,M <LJW,0,,,,,,,,hif,perf,M,<LJW,,,,,,,
353615,BW>[,MT,Proverbs,24,25,TBW>,W L MWKJXJM JN<M W <LJHM TBW> BRKT VWB,W <LJHM TBW> BRKT VWB,BRKT VWB,<LJHM,0,,,,,,,,qal,impf,<LJHM,,,,,,,,
353620,CWB[,MT,Proverbs,24,26,MCJB,FPTJM JCQ MCJB DBRJM NKXJM,FPTJM JCQ MCJB DBRJM NKXJM,MCJB DBRJM NKXJM,no complement,,,,,,,,,hif,ptca,,,,,,,,,
353658,CWB[,MT,Proverbs,24,29,>CJB,>L T>MR K >CR <FH LJ KN ><FH LW >CJB L >JC K P<LW,>CJB L >JC K P<LW,,L >JC,0,,,,,,,,hif,impf,L,,,,,,,,
353668,<BR[,MT,Proverbs,24,30,<BRTJ,<L FDH >JC <YL <BRTJ W <L KRM >DM XSR LB,<L FDH >JC <YL <BRTJ,,<L FDH >JC <YL,0,,,,,,,,qal,perf,<L,,,,,,,,
353677,<LH[,MT,Proverbs,24,31,<LH,W HNH <LH KLW QMFNJM KSW PNJW XRLJM W GDR >BNJW NHRSH,<LH KLW QMFNJM,KLW,no complement,,,,,,,,,qal,perf,,,,,,,,,
353705,BW>[,MT,Proverbs,24,34,B>,W B> MTHLK RJCK W MXSRJK K >JC MGN,W B> MTHLK RJCK,RJCK,no complement,,,,,,,,,qal,perf,,,,,,,,,
353706,HLK[,MT,Proverbs,24,34,MTHLK,W B> MTHLK RJCK W MXSRJK K >JC MGN,W B> MTHLK RJCK,RJCK,no complement,,,,,,,,,hit,ptca,,,,,,,,,
353751,JY>[,MT,Proverbs,25,4,JY>,HGW SJGJM M KSP W JY> L YRP KLJ,W JY> L YRP KLJ,KLJ,L YRP,0,,,,,,,,qal,wayq,L,,,,,,,,
353782,<LH[,MT,Proverbs,25,7,<LH,KJ VWB >MR LK <LH HNH M HCPJLK L PNJ NDJB >CR R>W <JNJK,<LH HNH,,HNH,0,,,,,,,,qal,impv,,,,,,,,,
353793,JY>[,MT,Proverbs,25,8,TY>,>L TY> L RB MHR PN MH T<FH B >XRJTH B HKLJM >TK R<K,>L TY>,,no complement,,,,,,,,,qal,impf,,,,,,,,,
353796,MHR[,MT,Proverbs,25,8,MHR,>L TY> L RB MHR PN MH T<FH B >XRJTH B HKLJM >TK R<K,L RB MHR,,no complement,,,,,,,,,piel,infa,,,,,,,,,
353814,GLH[,MT,Proverbs,25,9,TGL,RJBK RJB >T R<K W SWD >XR >L TGL,W SWD >XR >L TGL,,no complement,,,,,,,,,piel,impf,,,,,,,,,
353821,CWB[,MT,Proverbs,25,10,TCWB,PN JXSDK CM< W DBTK L> TCWB,W DBTK L> TCWB,DBTK,no complement,,,,,,,,,qal,impf,,,,,,,,,
353854,CWB[,MT,Proverbs,25,13,JCJB,K YNT CLG B JWM QYJR YJR N>MN L CLXJW W NPC >DNJW JCJB,W NPC >DNJW JCJB,,no complement,,,,,,,,,hif,impf,,,,,,,,,
354039,<WP[,MT,Proverbs,26,2,<WP,K YPWR L NWD K DRWR L <WP KN QLLT XNM L> TB>,L <WP,,no complement,,,,,,,,,qal,infc,,,,,,,,,
354044,BW>[,MT,Proverbs,26,2,TB>,K YPWR L NWD K DRWR L <WP KN QLLT XNM L> TB>,KN QLLT XNM L> TB>,QLLT XNM,L>,0,,,,,,,,qal,impf,L>,,,,,,,,
354106,<LH[,MT,Proverbs,26,9,<LH,XWX <LH B JD CKWR W MCL B PJ KSJLJM,XWX <LH B JD CKWR,XWX,B JD CKWR,0,,,,,,,,qal,perf,B,,,,,,,,
354123,<BR[,MT,Proverbs,26,10,<BRJM,RB MXWLL KL W FKR KSJL W FKR <BRJM,W FKR <BRJM,,no complement,,,,,,,,,qal,ptca,,,,,,,,,
354126,CWB[,MT,Proverbs,26,11,CB,K KLB CB <L Q>W KSJL CWNH B >WLTW,CB <L Q>W,,<L Q>W,0,,,,,,,,qal,ptca,<L,,,,,,,,
354154,SBB[,MT,Proverbs,26,14,TSWB,H DLT TSWB <L YJRH W <YL <L MVTW,H DLT TSWB <L YJRH,H DLT,no complement,,,,,,,,,qal,impf,,,,,,,,,
354169,CWB[,MT,Proverbs,26,15,HCJBH,VMN <YL JDW B YLXT NL>H L HCJBH >L PJW,L HCJBH >L PJW,,>L PJW,0,,,,,,,,hif,infc,>L,,,,,,,,
354178,CWB[,MT,Proverbs,26,16,MCJBJ,XKM <YL B <JNJW M CB<H MCJBJ V<M,XKM <YL B <JNJW M CB<H MCJBJ V<M,<YL,no complement,,,,,,,,,hif,ptca,,,,,,,,,
354184,<BR[,MT,Proverbs,26,17,<BR,MXZJQ B >ZNJ KLB <BR MT<BR <L RJB L> LW,<BR,<BR,no complement,,,,,,,,,qal,ptca,,,,,,,,,
354239,JRD[,MT,Proverbs,26,22,JRDW,DBRJ NRGN K MTLHMJM W HM JRDW XDRJ BVN,W HM JRDW XDRJ BVN,HM,no complement,,,,,,,,,qal,perf,,,,,,,,,
354276,GLH[,MT,Proverbs,26,26,TGLH,TKSH FN>H B MC>WN TGLH R<TW B QHL,TGLH R<TW B QHL,R<TW,no complement,,,,,,,,,nif,impf,,,,,,,,,
